,GEOTHERMAL,BIOMASS,BIOGAS,SMALL HYDRO,WIND TOTAL,SOLAR PV,SOLAR THERMAL
2017-10-05 07:00:00,777,330,141,295,450,1575,47
2017-10-05 08:00:00,771,340,144,297,292,5631,265
2017-10-05 09:00:00,772,345,144,256,133,7714,481
2017-10-05 10:00:00,770,346,144,276,100,8424,515
2017-10-05 11:00:00,769,338,143,290,99,8840,510
2017-10-05 12:00:00,765,312,216,289,113,8753,512
2017-10-05 13:00:00,763,349,221,290,87,8753,515
2017-10-05 14:00:00,763,363,222,289,94,8704,522
2017-10-05 15:00:00,761,368,222,268,207,8227,518
2017-10-05 16:00:00,765,368,222,290,481,6704,460
2017-10-05 17:00:00,810,367,223,296,964,2871,213
2017-10-05 18:00:00,814,367,223,315,1391,151,0
2017-10-05 19:00:00,816,367,227,374,1764,0,0
2017-10-05 20:00:00,817,363,231,366,1562,0,0
2017-10-05 21:00:00,817,354,230,318,1385,0,0
2017-10-05 22:00:00,818,341,230,314,1095,0,0
2017-10-05 23:00:00,819,340,234,243,908,0,0
2017-10-06 00:00:00,818,341,236,219,752,0,0
2017-10-06 01:00:00,818,342,236,231,609,0,0
2017-10-06 02:00:00,819,344,236,221,548,0,0
2017-10-06 03:00:00,823,345,235,216,401,0,0
2017-10-06 04:00:00,830,344,235,213,359,0,0
2017-10-06 05:00:00,830,343,235,369,354,0,0
2017-10-06 06:00:00,827,344,235,385,298,0,0
2017-10-06 07:00:00,815,349,235,374,354,1554,45
2017-10-06 08:00:00,808,357,234,274,488,5653,285
2017-10-06 09:00:00,805,358,234,276,748,7804,506
2017-10-06 10:00:00,801,356,233,267,1048,8315,528
2017-10-06 11:00:00,799,353,230,274,1041,8697,513
2017-10-06 12:00:00,797,356,232,280,952,8726,507
2017-10-06 13:00:00,796,359,234,277,839,8790,509
2017-10-06 14:00:00,795,362,234,268,685,8748,518
2017-10-06 15:00:00,795,362,234,289,553,8231,523
2017-10-06 16:00:00,793,361,235,329,486,6654,465
2017-10-06 17:00:00,794,361,236,458,425,2763,213
2017-10-06 18:00:00,819,361,236,456,524,139,0
2017-10-06 19:00:00,864,364,237,483,559,0,0
2017-10-06 20:00:00,902,359,236,484,591,0,0
2017-10-06 21:00:00,918,348,236,448,567,0,0
2017-10-06 22:00:00,927,323,236,399,591,0,0
2017-10-06 23:00:00,974,304,234,302,559,0,0
2017-10-07 00:00:00,982,283,230,236,404,0,0
2017-10-07 01:00:00,981,283,230,236,272,0,0
2017-10-07 02:00:00,980,280,231,237,196,0,0
2017-10-07 03:00:00,981,281,232,238,152,0,0
2017-10-07 04:00:00,982,283,232,238,161,0,0
2017-10-07 05:00:00,982,283,232,376,141,0,0
