,GEOTHERMAL,BIOMASS,BIOGAS,SMALL HYDRO,WIND TOTAL,SOLAR PV,SOLAR THERMAL
2018-03-11 12:00:00,988,306,243,229,290,6847,0
2018-03-11 13:00:00,987,304,241,231,232,6709,0
2018-03-11 14:00:00,986,303,240,229,135,6680,0
2018-03-11 15:00:00,985,302,240,265,156,6956,0
2018-03-11 16:00:00,985,302,240,279,122,6154,0
2018-03-11 17:00:00,985,299,241,360,96,3583,0
2018-03-11 18:00:00,981,299,242,360,99,540,0
2018-03-11 19:00:00,978,299,243,364,85,0,0
2018-03-11 20:00:00,975,298,243,362,61,0,0
2018-03-11 21:00:00,956,293,242,360,101,0,0
2018-03-11 22:00:00,941,282,242,263,251,0,0
2018-03-11 23:00:00,942,280,242,243,243,0,0
2018-03-12 00:00:00,942,280,243,246,241,0,0
2018-03-12 01:00:00,942,281,243,249,138,0,0
2018-03-12 02:00:00,941,286,243,246,82,0,0
2018-03-12 03:00:00,944,291,244,247,89,0,0
2018-03-12 04:00:00,941,294,244,247,83,0,0
2018-03-12 05:00:00,942,293,245,246,76,0,0
2018-03-12 06:00:00,942,299,244,270,52,0,0
2018-03-12 07:00:00,942,301,242,276,29,701,0
2018-03-12 08:00:00,942,303,242,271,6,4541,0
2018-03-12 09:00:00,942,303,241,269,10,7128,31
2018-03-12 10:00:00,937,303,240,268,41,7929,209
2018-03-12 11:00:00,936,304,241,269,122,8676,490
2018-03-12 12:00:00,935,305,241,275,207,8833,532
2018-03-12 13:00:00,934,306,235,273,509,8626,519
2018-03-12 14:00:00,933,304,221,277,364,7876,478
2018-03-12 15:00:00,934,304,221,276,302,6783,440
2018-03-12 16:00:00,933,306,221,283,420,4236,222
2018-03-12 17:00:00,934,307,222,328,770,2258,20
2018-03-12 18:00:00,934,305,234,367,933,329,0
2018-03-12 19:00:00,934,305,239,373,1136,0,0
2018-03-12 20:00:00,933,284,240,372,1113,0,0
2018-03-12 21:00:00,932,279,239,332,1072,0,0
2018-03-12 22:00:00,932,271,239,275,1235,0,0
2018-03-12 23:00:00,932,270,238,254,1214,0,0
2018-03-13 00:00:00,934,271,238,212,1293,0,0
2018-03-13 01:00:00,935,271,239,212,1348,0,0
2018-03-13 02:00:00,938,273,239,216,1283,0,0
2018-03-13 03:00:00,938,273,239,214,1406,0,0
2018-03-13 04:00:00,935,274,240,221,1279,0,0
2018-03-13 05:00:00,935,274,240,298,905,0,0
2018-03-13 06:00:00,936,280,239,338,803,0,0
2018-03-13 07:00:00,941,284,235,304,455,330,0
2018-03-13 08:00:00,942,288,234,303,449,1740,0
2018-03-13 09:00:00,940,288,235,341,719,3201,0
2018-03-13 10:00:00,941,289,236,312,1157,4574,0
2018-03-13 11:00:00,939,288,238,332,1034,6138,0
2018-03-13 12:00:00,938,291,238,327,1514,6615,34
2018-03-13 13:00:00,940,289,237,325,1724,6135,213
2018-03-13 14:00:00,942,292,238,333,2101,5428,257
2018-03-13 15:00:00,943,291,237,360,1960,4776,148
2018-03-13 16:00:00,946,292,239,365,1998,3013,1
2018-03-13 17:00:00,948,290,240,367,1891,1939,0
2018-03-13 18:00:00,951,289,239,375,1765,459,0
2018-03-13 19:00:00,950,289,243,427,1740,5,0
2018-03-13 20:00:00,949,286,243,427,1772,5,0
2018-03-13 21:00:00,949,288,242,386,1707,5,0
2018-03-13 22:00:00,945,280,242,306,1763,0,0
2018-03-13 23:00:00,945,278,242,297,1921,0,0
2018-03-14 00:00:00,946,278,241,304,1590,0,0
2018-03-14 01:00:00,946,279,243,301,1483,0,0
2018-03-14 02:00:00,944,280,243,301,1654,0,0
2018-03-14 03:00:00,939,280,243,298,2049,0,0
2018-03-14 04:00:00,939,281,243,301,2269,0,0
2018-03-14 05:00:00,939,295,245,346,2288,0,0
2018-03-14 06:00:00,938,306,244,404,2297,0,0
2018-03-14 07:00:00,935,312,239,404,2393,786,0
2018-03-14 08:00:00,935,308,238,394,2400,4115,0
2018-03-14 09:00:00,933,293,238,313,2260,6574,125
2018-03-14 10:00:00,935,287,237,312,2177,6956,131
2018-03-14 11:00:00,934,286,237,312,2209,6877,83
2018-03-14 12:00:00,933,287,236,316,2284,6935,208
2018-03-14 13:00:00,936,286,236,319,2668,6042,258
2018-03-14 14:00:00,938,292,236,314,2607,6238,340
2018-03-14 15:00:00,938,297,236,317,2690,6701,0
2018-03-14 16:00:00,937,301,240,362,2707,4960,0
2018-03-14 17:00:00,937,302,241,456,2578,2843,0
2018-03-14 18:00:00,939,317,241,498,2481,493,0
2018-03-14 19:00:00,943,318,242,500,2429,0,0
2018-03-14 20:00:00,943,311,239,468,2175,0,0
2018-03-14 21:00:00,948,308,239,368,2173,0,0
2018-03-14 22:00:00,953,300,239,321,2169,0,0
2018-03-14 23:00:00,958,300,239,302,2237,0,0
2018-03-15 00:00:00,958,300,238,245,2299,0,0
2018-03-15 01:00:00,957,299,240,245,2519,0,0
2018-03-15 02:00:00,957,301,239,244,2830,0,0
2018-03-15 03:00:00,962,304,240,243,2830,0,0
2018-03-15 04:00:00,965,314,240,248,3305,0,0
2018-03-15 05:00:00,962,321,240,251,3621,0,0
2018-03-15 06:00:00,963,326,239,425,3222,0,0
2018-03-15 07:00:00,964,327,234,439,3030,682,0
2018-03-15 08:00:00,963,332,234,397,3234,4040,0
2018-03-15 09:00:00,961,330,234,317,3261,6914,110
2018-03-15 10:00:00,950,331,233,308,3392,7913,165
2018-03-15 11:00:00,939,330,228,312,3548,8147,168
2018-03-15 12:00:00,938,329,231,311,3584,8182,218
2018-03-15 13:00:00,938,326,236,307,3723,8230,378
2018-03-15 14:00:00,936,321,236,308,3615,7586,428
2018-03-15 15:00:00,937,320,240,308,3731,7091,375
2018-03-15 16:00:00,939,334,242,311,3604,7087,340
2018-03-15 17:00:00,953,334,241,321,3272,4846,284
2018-03-15 18:00:00,959,322,242,450,2765,908,37
2018-03-15 19:00:00,961,321,243,498,2695,0,0
2018-03-15 20:00:00,961,316,242,461,2554,0,0
2018-03-15 21:00:00,961,312,242,431,2448,0,0
2018-03-15 22:00:00,962,303,241,317,2374,0,0
2018-03-15 23:00:00,962,312,242,238,2456,0,0
2018-03-16 00:00:00,961,314,242,274,2649,0,0
2018-03-16 01:00:00,968,312,240,271,2853,0,0
2018-03-16 02:00:00,976,309,241,268,2624,0,0
2018-03-16 03:00:00,986,310,242,265,2432,0,0
2018-03-16 04:00:00,991,312,243,250,2425,0,0
2018-03-16 05:00:00,994,312,243,284,2442,0,0
2018-03-16 06:00:00,994,317,243,403,2097,0,0
2018-03-16 07:00:00,996,324,243,415,1748,723,7
2018-03-16 08:00:00,997,328,243,409,1624,3767,215
2018-03-16 09:00:00,1001,330,244,340,1722,5897,442
2018-03-16 10:00:00,1001,332,243,314,2031,6875,362
2018-03-16 11:00:00,997,321,244,316,2294,6845,405
2018-03-16 12:00:00,999,310,244,318,2800,7131,495
2018-03-16 13:00:00,1003,311,244,320,2946,7038,533
2018-03-16 14:00:00,1005,312,244,320,3083,7059,551
2018-03-16 15:00:00,1005,313,243,323,3323,6346,553
2018-03-16 16:00:00,1008,317,242,310,3445,5187,491
2018-03-16 17:00:00,1004,315,242,345,3156,3831,376
2018-03-16 18:00:00,1007,316,242,404,3287,768,52
2018-03-16 19:00:00,1006,318,243,391,2805,0,0
2018-03-16 20:00:00,1006,313,243,435,2519,0,0
2018-03-16 21:00:00,1007,306,244,426,2093,0,0
2018-03-16 22:00:00,1008,300,243,322,2165,0,0
2018-03-16 23:00:00,1010,297,240,284,2757,0,0
2018-03-17 00:00:00,1011,296,241,274,2667,0,0
2018-03-17 01:00:00,1010,296,243,264,2389,0,0
2018-03-17 02:00:00,1011,299,244,228,2528,0,0
2018-03-17 03:00:00,1012,296,244,262,2594,0,0
2018-03-17 04:00:00,1011,294,244,275,2379,0,0
2018-03-17 05:00:00,1012,295,244,273,2108,0,0
2018-03-17 06:00:00,1012,309,244,403,1751,0,0
2018-03-17 07:00:00,1012,318,242,409,1579,1047,0
2018-03-17 08:00:00,1011,324,239,299,1479,5011,196
2018-03-17 09:00:00,1010,322,238,301,1370,7735,448
2018-03-17 10:00:00,1009,318,240,301,1285,8389,337
2018-03-17 11:00:00,1009,321,240,300,1145,8186,294
2018-03-17 12:00:00,1008,319,238,299,1339,7963,297
2018-03-17 13:00:00,1008,319,242,266,1735,7568,273
2018-03-17 14:00:00,1008,321,243,259,2183,5652,148
2018-03-17 15:00:00,1008,323,243,261,2280,4243,93
2018-03-17 16:00:00,1007,321,243,299,1928,2893,0
2018-03-17 17:00:00,1007,321,241,262,1753,1777,0
2018-03-17 18:00:00,1007,321,240,296,2062,401,0
2018-03-17 19:00:00,1008,321,242,344,2480,0,0
2018-03-17 20:00:00,1009,321,242,349,2219,0,0
2018-03-17 21:00:00,1009,329,242,334,2249,0,0
2018-03-17 22:00:00,1010,317,238,285,2439,0,0
2018-03-17 23:00:00,1009,317,238,257,2732,0,0
2018-03-18 00:00:00,1010,319,238,253,2870,0,0
2018-03-18 01:00:00,1010,318,237,252,2929,0,0
2018-03-18 02:00:00,1010,318,238,250,3174,0,0
2018-03-18 03:00:00,1010,318,241,250,3281,0,0
2018-03-18 04:00:00,1010,316,242,254,2805,0,0
2018-03-18 05:00:00,1010,315,242,247,2249,0,0
2018-03-18 06:00:00,1010,325,242,338,1677,0,0
2018-03-18 07:00:00,1010,329,241,371,1160,1228,0
2018-03-18 08:00:00,1009,336,241,355,657,5666,223
2018-03-18 09:00:00,1009,339,242,305,475,8222,499
2018-03-18 10:00:00,1008,335,242,254,511,8638,568
2018-03-18 11:00:00,1008,336,242,245,630,8723,551
2018-03-18 12:00:00,1007,334,242,246,641,8461,536
2018-03-18 13:00:00,1007,338,241,246,450,8377,496
2018-03-18 14:00:00,1006,338,242,249,463,8313,452
2018-03-18 15:00:00,1006,336,242,252,341,7370,338
2018-03-18 16:00:00,1006,335,243,292,268,5590,498
2018-03-18 17:00:00,1008,333,242,254,444,2626,403
2018-03-18 18:00:00,1007,334,244,298,726,354,44
2018-03-18 19:00:00,998,336,243,383,934,0,0
2018-03-18 20:00:00,954,334,245,394,823,0,0
2018-03-18 21:00:00,956,329,245,396,630,0,0
2018-03-18 22:00:00,958,321,245,299,558,0,0
2018-03-18 23:00:00,958,320,244,252,493,0,0
2018-03-19 00:00:00,958,318,243,207,509,0,0
2018-03-19 01:00:00,959,317,244,194,483,0,0
2018-03-19 02:00:00,947,313,245,193,468,0,0
2018-03-19 03:00:00,953,313,245,199,465,0,0
2018-03-19 04:00:00,954,308,245,211,425,0,0
2018-03-19 05:00:00,953,309,245,214,419,0,0
2018-03-19 06:00:00,952,312,243,360,497,0,0
2018-03-19 07:00:00,951,322,240,405,576,1200,20
2018-03-19 08:00:00,950,324,241,325,622,5478,309
2018-03-19 09:00:00,949,327,240,227,663,8405,544
2018-03-19 10:00:00,947,322,243,212,762,9217,583
2018-03-19 11:00:00,941,317,243,212,865,9000,551
2018-03-19 12:00:00,938,322,244,231,725,8471,557
2018-03-19 13:00:00,937,315,243,231,600,8774,551
2018-03-19 14:00:00,937,315,243,234,652,8384,525
2018-03-19 15:00:00,939,318,243,236,580,8292,547
2018-03-19 16:00:00,939,319,244,237,513,6872,543
2018-03-19 17:00:00,951,320,245,248,545,4093,386
2018-03-19 18:00:00,954,320,244,429,580,924,58
2018-03-19 19:00:00,955,321,243,434,532,26,0
2018-03-19 20:00:00,957,315,243,435,386,0,0
2018-03-19 21:00:00,957,310,244,393,298,0,0
2018-03-19 22:00:00,958,298,243,278,296,0,0
2018-03-19 23:00:00,958,300,243,238,261,0,0
2018-03-20 00:00:00,958,299,243,181,186,0,0
2018-03-20 01:00:00,957,299,242,183,154,0,0
2018-03-20 02:00:00,957,300,242,180,87,0,0
2018-03-20 03:00:00,958,294,243,183,115,0,0
2018-03-20 04:00:00,957,289,243,181,88,0,0
2018-03-20 05:00:00,956,292,242,184,132,0,0
2018-03-20 06:00:00,956,298,242,260,177,0,0
2018-03-20 07:00:00,956,302,239,328,182,739,0
2018-03-20 08:00:00,955,305,238,287,190,2854,0
2018-03-20 09:00:00,951,305,239,216,262,4347,0
2018-03-20 10:00:00,951,314,240,203,303,5456,0
2018-03-20 11:00:00,950,315,243,208,325,6087,0
2018-03-20 12:00:00,949,319,243,206,476,5982,0
2018-03-20 13:00:00,951,313,244,204,484,5620,0
2018-03-20 14:00:00,952,314,245,224,505,5102,0
2018-03-20 15:00:00,953,324,244,219,611,4266,0
2018-03-20 16:00:00,955,322,245,223,703,2969,0
2018-03-20 17:00:00,954,322,244,233,629,1388,0
2018-03-20 18:00:00,953,321,243,358,1072,173,0
2018-03-20 19:00:00,953,320,245,368,808,0,0
2018-03-20 20:00:00,952,311,245,372,759,0,0
2018-03-20 21:00:00,950,306,246,361,871,0,0
2018-03-20 22:00:00,951,300,246,261,833,0,0
2018-03-20 23:00:00,951,301,247,227,656,0,0
2018-03-21 00:00:00,950,302,247,235,526,0,0
2018-03-21 01:00:00,951,301,246,235,460,0,0
2018-03-21 02:00:00,951,299,246,239,351,0,0
2018-03-21 03:00:00,952,300,247,240,398,0,0
2018-03-21 04:00:00,952,303,248,240,398,0,0
2018-03-21 05:00:00,952,302,248,265,438,0,0
2018-03-21 06:00:00,950,309,247,407,630,0,0
2018-03-21 07:00:00,950,315,245,454,698,724,0
2018-03-21 08:00:00,947,312,244,336,474,2476,0
2018-03-21 09:00:00,945,264,244,284,299,3141,0
2018-03-21 10:00:00,945,278,244,269,274,3482,0
2018-03-21 11:00:00,944,293,243,276,497,3748,0
2018-03-21 12:00:00,943,313,244,277,627,3921,0
2018-03-21 13:00:00,942,312,242,307,793,3986,0
2018-03-21 14:00:00,943,312,241,314,976,3449,0
2018-03-21 15:00:00,942,315,243,322,1073,3357,0
2018-03-21 16:00:00,941,322,247,384,1055,2719,0
2018-03-21 17:00:00,942,318,248,393,877,1579,0
2018-03-21 18:00:00,942,317,247,478,793,264,0
2018-03-21 19:00:00,942,316,247,483,681,0,0
2018-03-21 20:00:00,941,313,247,485,641,0,0
2018-03-21 21:00:00,942,309,247,453,483,0,0
2018-03-21 22:00:00,942,299,247,401,441,0,0
2018-03-21 23:00:00,940,299,247,383,650,0,0
2018-03-22 00:00:00,941,298,246,307,830,0,0
2018-03-22 01:00:00,941,297,247,306,915,0,0
2018-03-22 02:00:00,942,299,247,307,933,0,0
2018-03-22 03:00:00,942,292,246,327,843,0,0
2018-03-22 04:00:00,944,283,244,349,972,0,0
2018-03-22 05:00:00,946,284,244,370,1335,0,0
2018-03-22 06:00:00,944,288,246,443,1509,1,0
2018-03-22 07:00:00,944,292,239,466,1696,359,0
2018-03-22 08:00:00,943,296,235,430,2008,1262,0
2018-03-22 09:00:00,942,299,234,452,2257,1738,0
2018-03-22 10:00:00,947,309,239,415,2254,1996,0
2018-03-22 11:00:00,950,317,241,418,2549,2450,0
2018-03-22 12:00:00,947,317,244,421,2347,3592,0
2018-03-22 13:00:00,952,321,244,415,2398,3980,0
2018-03-22 14:00:00,954,321,246,416,2378,3632,0
2018-03-22 15:00:00,954,332,246,416,2537,2949,0
2018-03-22 16:00:00,955,335,248,413,2444,2647,0
2018-03-22 17:00:00,956,319,248,414,2667,1797,0
2018-03-22 18:00:00,959,319,247,476,2652,627,0
2018-03-22 19:00:00,960,317,247,499,2533,0,0
2018-03-22 20:00:00,961,313,247,498,2509,0,0
2018-03-22 21:00:00,962,308,247,461,2489,0,0
2018-03-22 22:00:00,962,299,246,399,2738,0,0
2018-03-22 23:00:00,962,302,246,379,2403,0,0
2018-03-23 00:00:00,963,301,245,323,2247,0,0
2018-03-23 01:00:00,962,299,245,333,2045,0,0
2018-03-23 02:00:00,963,298,244,331,2172,0,0
2018-03-23 03:00:00,961,299,244,331,2620,0,0
2018-03-23 04:00:00,960,299,245,305,2796,0,0
2018-03-23 05:00:00,960,290,245,341,3044,0,0
2018-03-23 06:00:00,959,298,245,429,2984,0,0
2018-03-23 07:00:00,959,308,245,479,3036,1390,0
2018-03-23 08:00:00,959,311,246,469,2858,5209,0
2018-03-23 09:00:00,958,317,247,397,2600,7605,136
2018-03-23 10:00:00,958,322,243,365,2047,8253,390
2018-03-23 11:00:00,921,323,242,328,1232,8658,509
2018-03-23 12:00:00,912,328,243,322,1003,8881,530
2018-03-23 13:00:00,913,339,242,324,1024,8949,535
2018-03-23 14:00:00,913,344,244,322,1283,8360,538
2018-03-23 15:00:00,913,331,244,345,1668,7160,545
2018-03-23 16:00:00,913,317,243,342,2182,6162,527
2018-03-23 17:00:00,914,317,243,344,2269,4432,452
2018-03-23 18:00:00,915,329,244,477,2708,1428,89
2018-03-23 19:00:00,915,330,244,500,3093,92,0
2018-03-23 20:00:00,913,326,245,443,3000,57,0
2018-03-23 21:00:00,913,320,246,433,2919,0,0
2018-03-23 22:00:00,915,315,245,401,2859,0,0
2018-03-23 23:00:00,917,314,242,337,3352,0,0
2018-03-24 00:00:00,919,315,243,344,3492,0,0
2018-03-24 01:00:00,920,317,245,345,3163,0,0
2018-03-24 02:00:00,921,316,245,348,2944,0,0
2018-03-24 03:00:00,921,317,246,348,3004,0,0
2018-03-24 04:00:00,922,319,246,348,3104,0,0
2018-03-24 05:00:00,923,319,247,352,3052,0,0
2018-03-24 06:00:00,924,331,247,466,2957,0,0
2018-03-24 07:00:00,925,334,246,474,3128,968,0
2018-03-24 08:00:00,924,335,245,476,3361,4515,0
2018-03-24 09:00:00,920,333,246,394,3415,6784,48
2018-03-24 10:00:00,897,331,246,351,3536,7087,124
2018-03-24 11:00:00,896,339,245,350,3308,7372,135
2018-03-24 12:00:00,896,336,245,316,3277,7501,164
2018-03-24 13:00:00,895,331,245,316,3190,7177,339
2018-03-24 14:00:00,894,329,245,318,3524,6084,448
2018-03-24 15:00:00,894,322,244,317,3967,5019,437
2018-03-24 16:00:00,895,326,243,323,3860,4849,441
2018-03-24 17:00:00,895,334,243,358,3634,3954,347
2018-03-24 18:00:00,895,326,244,486,3440,1203,68
2018-03-24 19:00:00,913,311,245,478,3211,16,0
2018-03-24 20:00:00,920,311,245,478,2725,0,0
2018-03-24 21:00:00,920,306,245,479,2858,0,0
2018-03-24 22:00:00,920,294,244,451,2911,0,0
2018-03-24 23:00:00,920,293,244,354,3398,0,0
2018-03-25 00:00:00,920,294,245,351,3640,0,0
2018-03-25 01:00:00,920,294,245,355,3326,0,0
2018-03-25 02:00:00,920,295,246,355,3082,0,0
2018-03-25 03:00:00,920,294,246,359,3492,0,0
2018-03-25 04:00:00,920,292,246,397,3541,0,0
2018-03-25 05:00:00,919,287,246,445,3432,0,0
2018-03-25 06:00:00,920,302,246,462,3561,16,0
2018-03-25 07:00:00,920,302,245,461,3497,1379,0
2018-03-25 08:00:00,923,305,245,463,3587,5167,17
2018-03-25 09:00:00,915,305,246,474,3712,6934,296
2018-03-25 10:00:00,906,284,246,385,3542,7110,525
2018-03-25 11:00:00,921,280,237,338,3590,7244,492
2018-03-25 12:00:00,915,284,215,332,3567,7387,524
2018-03-25 13:00:00,893,293,214,337,3527,7012,516
2018-03-25 14:00:00,893,294,214,341,3439,6091,473
2018-03-25 15:00:00,892,293,214,349,3568,6201,476
2018-03-25 16:00:00,892,287,214,401,3690,5737,474
2018-03-25 17:00:00,898,294,214,435,3715,4285,411
2018-03-25 18:00:00,919,299,215,435,3907,1334,100
2018-03-25 19:00:00,921,299,213,473,3724,30,0
2018-03-25 20:00:00,921,299,211,476,3831,0,0
2018-03-25 21:00:00,922,296,212,477,3866,0,0
2018-03-25 22:00:00,922,294,215,455,3983,0,0
2018-03-25 23:00:00,922,292,235,408,3791,0,0
2018-03-26 00:00:00,922,282,242,314,3769,0,0
2018-03-26 01:00:00,922,281,242,316,3938,0,0
2018-03-26 02:00:00,921,282,242,317,3731,0,0
2018-03-26 03:00:00,922,269,242,320,4108,0,0
2018-03-26 04:00:00,922,268,242,321,4100,0,0
2018-03-26 05:00:00,922,266,214,394,4045,0,0
2018-03-26 06:00:00,923,274,205,467,3936,15,0
2018-03-26 07:00:00,919,277,205,483,3444,1807,29
2018-03-26 08:00:00,921,274,204,473,2776,6119,246
2018-03-26 09:00:00,908,274,206,432,2335,8217,489
2018-03-26 10:00:00,903,278,209,356,2062,8873,558
2018-03-26 11:00:00,901,276,223,355,1766,9246,544
2018-03-26 12:00:00,899,285,231,353,1821,9185,514
2018-03-26 13:00:00,899,288,233,359,1794,8537,515
2018-03-26 14:00:00,899,288,232,365,1719,8836,560
2018-03-26 15:00:00,899,287,232,370,2343,7817,568
2018-03-26 16:00:00,899,281,232,418,2877,6522,553
2018-03-26 17:00:00,898,282,231,496,2990,5433,420
2018-03-26 18:00:00,912,284,232,498,3062,1687,94
2018-03-26 19:00:00,919,287,231,495,3255,37,0
2018-03-26 20:00:00,919,269,231,495,3264,0,0
2018-03-26 21:00:00,919,253,230,500,3092,0,0
2018-03-26 22:00:00,913,235,230,491,3062,0,0
2018-03-26 23:00:00,911,233,229,447,3165,0,0
2018-03-27 00:00:00,907,234,230,384,3007,0,0
2018-03-27 01:00:00,906,232,231,348,2637,0,0
2018-03-27 02:00:00,906,236,231,350,1792,0,0
2018-03-27 03:00:00,906,236,230,349,1442,0,0
2018-03-27 04:00:00,907,236,230,389,1299,0,0
2018-03-27 05:00:00,907,236,230,434,1159,0,0
2018-03-27 06:00:00,906,242,227,492,1254,0,0
2018-03-27 07:00:00,912,247,223,493,1314,1990,3
2018-03-27 08:00:00,911,247,220,479,1384,6102,299
2018-03-27 09:00:00,895,246,220,435,1446,8059,522
2018-03-27 10:00:00,869,245,223,358,1520,8705,556
2018-03-27 11:00:00,894,244,225,305,1462,8782,554
2018-03-27 12:00:00,894,245,224,311,1118,9542,555
2018-03-27 13:00:00,905,245,226,321,1011,9497,557
2018-03-27 14:00:00,903,244,226,321,774,9136,560
2018-03-27 15:00:00,889,247,226,324,645,9040,570
2018-03-27 16:00:00,889,251,230,380,679,7714,565
2018-03-27 17:00:00,893,240,227,484,828,5330,496
2018-03-27 18:00:00,903,247,228,494,1167,1698,126
2018-03-27 19:00:00,897,247,228,494,933,20,0
2018-03-27 20:00:00,899,246,227,497,590,0,0
2018-03-27 21:00:00,900,243,227,500,519,0,0
2018-03-27 22:00:00,902,234,227,488,374,0,0
2018-03-27 23:00:00,901,234,227,445,367,0,0
2018-03-28 00:00:00,901,232,227,384,684,0,0
2018-03-28 01:00:00,901,232,227,388,635,0,0
2018-03-28 02:00:00,901,234,226,388,518,0,0
2018-03-28 03:00:00,901,235,226,385,775,0,0
2018-03-28 04:00:00,902,234,227,390,724,0,0
2018-03-28 05:00:00,902,233,227,482,635,0,0
2018-03-28 06:00:00,905,245,227,505,593,0,0
2018-03-28 07:00:00,904,264,207,509,624,1966,46
2018-03-28 08:00:00,907,268,207,463,733,6362,313
2018-03-28 09:00:00,900,269,216,459,646,8420,531
2018-03-28 10:00:00,899,270,222,384,719,9147,573
2018-03-28 11:00:00,898,263,223,377,359,9388,572
2018-03-28 12:00:00,904,274,225,339,179,9611,566
2018-03-28 13:00:00,904,285,227,336,331,9513,562
2018-03-28 14:00:00,902,301,228,341,442,9376,565
2018-03-28 15:00:00,931,306,231,383,590,8957,566
2018-03-28 16:00:00,931,314,232,434,965,7756,551
2018-03-28 17:00:00,945,295,234,474,1242,5625,471
2018-03-28 18:00:00,951,293,235,515,1404,1690,139
2018-03-28 19:00:00,953,293,234,513,1927,54,0
2018-03-28 20:00:00,950,292,230,513,2442,0,0
2018-03-28 21:00:00,953,295,230,516,2436,0,0
2018-03-28 22:00:00,957,288,230,500,2322,0,0
2018-03-28 23:00:00,957,290,230,455,2342,0,0
2018-03-29 00:00:00,957,291,230,443,1833,0,0
2018-03-29 01:00:00,954,293,229,453,1393,0,0
2018-03-29 02:00:00,952,294,229,446,1168,0,0
2018-03-29 03:00:00,951,282,231,474,1694,0,0
2018-03-29 04:00:00,952,282,232,481,1738,0,0
2018-03-29 05:00:00,951,284,232,496,925,0,0
2018-03-29 06:00:00,960,295,231,550,607,3,0
2018-03-29 07:00:00,965,311,227,552,808,1992,20
2018-03-29 08:00:00,962,313,220,490,463,6414,254
2018-03-29 09:00:00,960,313,221,460,300,8262,460
2018-03-29 10:00:00,958,320,222,458,391,9098,499
2018-03-29 11:00:00,955,303,223,378,405,9516,541
2018-03-29 12:00:00,950,316,225,371,285,8798,559
2018-03-29 13:00:00,951,309,224,373,292,8848,552
2018-03-29 14:00:00,949,324,229,374,307,8874,412
2018-03-29 15:00:00,949,326,233,378,347,9051,372
2018-03-29 16:00:00,950,312,235,465,490,8242,227
2018-03-29 17:00:00,947,307,237,524,750,5662,199
2018-03-29 18:00:00,949,307,237,564,1373,1872,47
2018-03-29 19:00:00,953,308,237,547,1675,249,0
2018-03-29 20:00:00,955,305,237,543,1672,160,0
2018-03-29 21:00:00,958,301,236,541,1469,0,0
2018-03-29 22:00:00,957,289,236,508,1170,0,0
2018-03-29 23:00:00,956,293,237,466,938,0,0
2018-03-30 00:00:00,959,293,238,362,745,0,0
2018-03-30 01:00:00,957,295,238,425,565,0,0
2018-03-30 02:00:00,956,295,238,443,614,0,0
2018-03-30 03:00:00,956,293,238,510,475,0,0
2018-03-30 04:00:00,956,296,238,514,434,0,0
2018-03-30 05:00:00,959,295,238,515,393,0,0
2018-03-30 06:00:00,961,301,237,512,205,12,0
2018-03-30 07:00:00,966,304,235,507,106,2151,22
2018-03-30 08:00:00,969,304,235,440,138,6366,344
2018-03-30 09:00:00,970,301,236,418,182,8744,540
2018-03-30 10:00:00,967,302,238,405,239,9419,568
2018-03-30 11:00:00,963,299,238,382,356,9724,566
2018-03-30 12:00:00,961,301,238,383,460,9633,565
2018-03-30 13:00:00,957,297,238,380,527,9752,554
2018-03-30 14:00:00,956,301,238,380,588,9618,564
2018-03-30 15:00:00,956,308,238,383,649,9118,556
2018-03-30 16:00:00,948,308,241,445,716,7669,511
2018-03-30 17:00:00,945,310,242,512,987,4026,301
2018-03-30 18:00:00,946,310,242,510,1138,856,28
2018-03-30 19:00:00,948,310,243,512,1502,27,0
2018-03-30 20:00:00,949,308,243,513,1684,0,0
2018-03-30 21:00:00,956,305,243,513,1567,0,0
2018-03-30 22:00:00,963,294,243,497,1620,0,0
2018-03-30 23:00:00,968,294,243,465,1858,0,0
2018-03-31 00:00:00,965,295,243,465,1603,0,0
2018-03-31 01:00:00,958,296,243,457,1324,0,0
2018-03-31 02:00:00,958,295,241,456,1332,0,0
2018-03-31 03:00:00,960,290,238,458,1377,0,0
2018-03-31 04:00:00,961,283,223,453,1402,0,0
2018-03-31 05:00:00,961,275,224,460,1160,0,0
2018-03-31 06:00:00,961,288,224,519,930,29,0
2018-03-31 07:00:00,939,292,224,460,664,1508,0
2018-03-31 08:00:00,931,291,224,468,575,4367,0
2018-03-31 09:00:00,928,290,224,443,603,6811,73
2018-03-31 10:00:00,933,286,223,391,563,8367,200
2018-03-31 11:00:00,926,284,223,363,706,9029,215
2018-03-31 12:00:00,921,287,223,367,735,9098,222
2018-03-31 13:00:00,918,286,225,364,1097,8766,190
2018-03-31 14:00:00,920,285,225,367,1820,8452,150
2018-03-31 15:00:00,919,290,225,371,2676,7550,101
2018-03-31 16:00:00,923,293,224,450,2813,5524,8
2018-03-31 17:00:00,939,291,224,500,3041,2768,0
2018-03-31 18:00:00,947,292,225,537,3136,762,0
2018-03-31 19:00:00,951,291,226,541,3573,0,0
2018-03-31 20:00:00,954,281,226,539,3694,0,0
2018-03-31 21:00:00,955,276,226,540,3868,0,0
2018-03-31 22:00:00,957,262,225,520,4070,0,0
2018-03-31 23:00:00,958,264,225,448,4098,0,0
2018-04-01 00:00:00,961,264,225,460,4187,0,0
2018-04-01 01:00:00,961,263,226,461,4116,0,0
